CUI,CUI_STR,LOINC_PART,LOINC_PART_NAME
C3165998,PhenX measure - environmental exposures - occupation - occupation history,LP111699-7,PhenX measure - environmental exposures - occupation - occupation history
C1440736,HIV 2 gp15,LP19509-6,HIV 2 gp15
C3261597,"I had trouble remembering whether I did things I was supposed to do, like taking a medicine or buying something I needed in the past 7D",LP134245-2,"I had trouble remembering whether I did things I was supposed to do, like taking a medicine or buying something I needed in the past 7D"
C0090388,14-3-3 Proteins,LP33554-4,14-3-3 protein
C0090388,14-3-3 Proteins,LP36860-2,14-3-3
C1717789,Dominant nodule.additional dimension 2,LP72488-7,Dominant nodule.additional dimension 2
C3174751,"Have you ever had any kind of sexual experience or sexual contact with a female, for women, or male, for men",LP117001-0,"Have you ever had any kind of sexual experience or sexual contact with a female, for women, or male, for men"
C0085554,Episode of Care,LP193697-2,Episode of care
C0947330,No purpose in life,LP75185-6,No purpose in life
C0071216,Urokinase Plasminogen Activator Receptor,LP268953-9,CD87
C1546162,W radionuclide IH,LP35404-0,W radionuclide IH
C3169434,Dermatophagoides pteronyssinus recombinant (rDer p) 2 Ab.IgE,LP148187-0,Dermatophagoides pteronyssinus recombinant (rDer p) 2 Ab.IgE
C3262459,Buprenorphine & Norbuprenorphine panel,LP135745-0,Buprenorphine & Norbuprenorphine panel
C2736777,Saccharomyces cerevisiae Ab.IgG.RAST class,LP229528-7,Saccharomyces cerevisiae Ab.IgG.RAST class
C1507214,4th specimen post Sincalide,LP33162-6,4th specimen post dose sincalide
C1717485,1p chromosome deletion,LP227503-2,1p chromosome deletion
C2963561,HEDIS 2010-11 Codes to identify group A Streptococcus tests (CWP-D),LP101413-5,HEDIS 2010-11 Codes to identify group A Streptococcus tests (CWP-D)
C3476522,Social well being - FAACT-peds - parent_child,LP149135-8,Social well being - FAACT-peds - parent_child
C0809793,Small intestine Fixed,LP7251-4,Small intes fixed
C1545787,Tuberculosis exposure screen finding recency,LP74370-5,Tuberculosis exposure screen finding recency
C1829524,1 minute post dose glucose,LP61750-3,1M post dose glucose
C3258330,Walking - short distance - difficulty - score,LP140324-7,Walking - short distance - difficulty - score
C3261956,I worry about how my health will affect my future in the past 7D,LP134447-4,I worry about how my health will affect my future in the past 7D
C1443167,Bougainvillea antigen,LP20846-9,Bougainvillea
C0481667,Live Birth,LP64593-4,Births.live
C0946182,Lens type far,LP72871-4,Lens type far
C1439772,5 hours post dose glucose,LP20932-7,5H post dose glucose
C1507345,DMPK gene allele 1,LP33195-6,DMPK gene allele 1
C2598994,Interferon drug given,LP228718-5,Interferon drug given
C0947601,Free hydroxyproline,LP29068-1,Hydroxyproline.free
C1301968,Malachite green stain method,LP31265-9,Malachite green stain
C2734225,Cheese mold type Ab.IgG4,LP95651-3,Cheese mold type Ab.IgG4
C0946465,Use time wisely,LP75837-2,Use time wisely
C2964388,PROMIS item bank - physical function - version 1.0,LP104973-5,PROMIS item bank - physical function - version 1.0
C0026913,Mycobacterium avium,LP20798-2,Mycobacterium avium
C0487279,Trisetum paniceum Ab.IgE,LP148480-9,Trisetum paniceum Ab.IgE
C1829960,Serum or Plasma and Stool,LP7577-2,Ser/Plas+Stool
C2963235,About how often did you drink orange juice or grapefruit juice in past 12Mo,LP102752-5,About how often did you drink orange juice or grapefruit juice in past 12Mo
C3176120,Original sampling interval,LP120637-6,Original sampling interval
C0020591,Hypnotics,LP30810-3,Hypnotics
C0699943,Public health service,LP183505-9,Public health
C2924473,Microorganisms seen,LP99299-7,Microorganisms seen
C1114989,(Ambrosia elatior+Artemisia vulgaris+Chenopodium album+Plantago lanceolata+Salsola kali) Ab.IgE,LP147526-0,(Ambrosia elatior+Artemisia vulgaris+Chenopodium album+Plantago lanceolata+Salsola kali) Ab.IgE
C1507253,W contrast IA,LP33384-6,W contrast IA
C0806960,Midazolam cutoff,LP228989-2,Midazolam cutoff
C3533300,Functional assessment of cancer therapy for patients with hepatobiliary cancer questionnaire - version 4,LP146517-0,Functional assessment of cancer therapy for patients with hepatobiliary cancer questionnaire - version 4
C0041917,uracil,LP18455-3,Uracil
C1115783,Pandalus borealis basophil bound Ab,LP174280-0,Pandalus borealis basophil bound Ab
C2362027,Frozen erythrocytes,LP66774-8,Frozen erythrocytes
C2707973,Nutritional approaches in last 7D - none of the above,LP90087-5,Nutritional approaches in last 7D - none of the above
C0002865,androsterone,LP15386-3,Androsterone
C0002865,androsterone,LP230265-3,Androsterone
C0053373,"beta-1,3-glucan",LP36005-4,"1,3 beta glucan"
C1442313,Kidney^fetus,LP30085-2,Kidney^fetus
C1978025,Adipoylcarnitine+Methylglutarylcarnitine (C6-DC),LP65147-8,Adipoylcarnitine+Methylglutarylcarnitine (C6-DC)
C3476370,"Physical examination dialysis access performed prior, during and after cannulation",LP156322-2,"Physical examination dialysis access performed prior, during and after cannulation"
C0079471,HRAS gene,LP19728-2,HRAS gene
C2598695,Reason for study additional note,LP70577-9,Reason for study additional note
C0882880,Cells.CD44/100 cells,LP285524-7,Cells.CD44/100 cells
C1442473,90 Minutes,LP6953-6,90M
C2963964,I felt too tired to spend time with my friends in past 7D,LP103293-9,I felt too tired to spend time with my friends in past 7D
C0446010,Cryptococcus gattii,LP212413-1,Cryptococcus gattii+neoformans
C0446010,Cryptococcus gattii,LP310474-4,Cryptococcus gattii
C0807588,QRS duration.lead V1,LP31038-0,QRS duration.lead V1
C0882984,Control number identification.claims attachment,LP73963-8,Control number identification.claims attachment
C0754710,Amino-terminal pro-brain natriuretic peptide,LP31268-3,Natriuretic peptide.B prohormone N-Terminal
C2361914,Second trimester triple maternal screen panel,LP69867-7,Second trimester triple maternal screen panel
C2924111,Feeling bad about yourself - or that you are a failure or have let yourself or your family down in last 2W,LP74842-3,Feeling bad about yourself - or that you are a failure or have let yourself or your family down in last 2W
C2735559,Cystic fibrosis newborn screening comment-discussion,LP97617-2,Cystic fibrosis newborn screening comment-discussion
C3475677,I believe that treatment for bone disease will be harmful to me,LP146676-4,I believe that treatment for bone disease will be harmful to me
C1977069,Aminocaproate cutoff,LP174004-4,Aminocaproate cutoff
C3166536,Was there ever a period of a Mo or more when a great deal of your time was spent getting over this drug or its effects,LP114210-0,Was there ever a period of a Mo or more when a great deal of your time was spent getting over this drug or its effects
C2364382,Actual Non Adherence To Safety Precautions,LP75194-8,Noncompliance with safety precautions
C2964177,Lateral head righting (left),LP101864-9,Lateral head righting (left)
C3533351,Albumin.CSF/Albumin.SerPl,LP307327-9,Albumin.CSF/Albumin.SerPl
C1116064,Solanum melongena Ab.IgG,LP39767-6,Solanum melongena Ab.IgG
C2599627,Spermatozoa.tail Ab.IgG/100 spermatozoa,LP287117-8,Spermatozoa.tail Ab.IgG/100 spermatozoa
C2964650,Detection limit <= 0.005 mIU/L,LP6223-4,Detection limit <= 0.005 mIU/L
C2359954,Orthotics + prosthetics attachment,LP74203-8,Orthotics + prosthetics attachment
C2924233,Classical swine fever virus E2,LP99269-0,Classical swine fever virus E2
C3166833,Your child is fascinated by numbers,LP118447-4,Your child is fascinated by numbers
C3172897,"At this job or business, that is at your employer, in your occupation, how many H per D can you smell the smoke from other peoples cigarettes, cigars, or pipes",LP114609-3,"At this job or business, that is at your employer, in your occupation, how many H per D can you smell the smoke from other peoples cigarettes, cigars, or pipes"
C3176057,Eye fields photographed in the retinal digital photography,LP121543-5,Eye fields photographed in the retinal digital photography
C0486548,Cheese mozzarella basophil bound Ab,LP174341-0,Cheese mozzarella basophil bound Ab
C1148418,Sjogrens syndrome-A extractable nuclear Ab+Sjogrens syndrome-B extractable nuclear Ab,LP39753-6,Sjogrens syndrome-A extractable nuclear Ab+Sjogrens syndrome-B extractable nuclear Ab
C1435927,7-hydroxymitragynine,LP157687-7,7-Hydroxymitragynine
C2360769,Ureaplasma urealyticum DNA,LP68275-4,Ureaplasma urealyticum DNA
C0883116,Hairy cells/100 leukocytes,LP286138-5,Hairy cells/100 leukocytes
C3261237,Do you suffer from white finger syndrome or raynaud's syndrome caused by excessive vibration from pneumatic hammers or drills,LP133760-1,Do you suffer from white finger syndrome or raynaud's syndrome caused by excessive vibration from pneumatic hammers or drills
C3476318,Parent's Evaluation of Developmental Status,LP155781-0,Parents' evaluation of developmental status
C3476318,Parent's Evaluation of Developmental Status,LP156485-7,P.E.D.S.
C1977678,Borrelia burgdorferi 18_20kD Ab.IgM,LP65265-8,Borrelia burgdorferi 18_20kD Ab.IgM
C0029279,ORNITHINE CARBAMOYLTRANSFERASE,LP15754-2,Ornithine carbamoyltransferase
C0029279,ORNITHINE CARBAMOYLTRANSFERASE,LP97035-7,OCT
C1301181,Hemoglobin C crystal,LP62886-4,Hemoglobin C crystals
C3259583,I would enjoy fast driving,LP128761-6,I would enjoy fast driving
C1976737,"Inflamed, swollen, or bleeding gums, oral abscesses; ulcers or rashes",LP74973-6,"Inflamed, swollen, or bleeding gums, oral abscesses; ulcers or rashes"
C2924442,Leptospira interrogans sv Pyrogenes,LP100069-6,Leptospira interrogans serovar Pyrogenes
C3475707,I feel connected to other people in the past 7D,LP148706-7,I feel connected to other people in the past 7D
C0040193,ticarcillin,LP16291-4,Ticarcillin
C0285053,Mi-2 antibodies,LP39015-0,Mi-2 Ab
C1270750,Pea specific immunoglobulin E,LP148094-8,Pisum sativum Ab.IgE
C1976660,{HIV ART medication} doses missed 2D ago,LP71999-4,{HIV ART medication} doses missed 2D ago
C2963944,I felt pessimistic in past 7D,LP103168-3,I felt pessimistic in past 7D
C0012772,disulfiram,LP16119-7,Disulfiram
C0368694,Apolipoprotein B-150,LP15398-8,Apolipoprotein B-150
C0489463,Cardiac output/Body surface area,LP304569-9,Cardiac output/Body surface area
C2707694,Rotavirus immunization status,LP94370-1,Rotavirus immunization status
C2736781,Ictalurus punctatus Ab.IgE,LP148341-3,Ictalurus punctatus Ab.IgE
C3261705,I am able to do all of the family activities that people expect me to do in the past 7D,LP134309-6,I am able to do all of the family activities that people expect me to do in the past 7D
C1440757,Hordeum vulgare Pollen,LP17307-7,Hordeum vulgare pollen
C2736938,CD8+CD45RO+ cells,LP97446-6,Cells.CD8+CD45RO+
C3476300,Other people avoid hanging out with my child because s-he is different in the past 7D,LP149109-3,Other people avoid hanging out with my child because s-he is different in the past 7D
C0043396,Yellow fever virus,LP17143-6,Yellow fever virus
C0221143,Dyserythropoiesis,LP66386-1,Dyserythropoiesis
C0805287,Benzodiazepines tested for,LP29002-0,Benzodiazepines tested for
C3175637,I have a hard time waiting patiently for things I want,LP119010-9,I have a hard time waiting patiently for things I want
C3261991,I felt comfortable with others my age in the past 7D,LP134465-6,I felt comfortable with others my age in the past 7D
C3475447,MT-ND4 gene.m.11778G>A,LP35562-5,MT-ND4 gene.m.11778G>A
C0824837,Diaphysis of right femur,LP76052-7,Femur.diaphysis.right
C3481421,Decimal number fraction,LP149697-7,NFr.DF
C1508367,Views 2 for scoliosis,LP34122-9,Views 2 for scoliosis
C1171153,Adolescent behavior alteration,LP36324-9,Adolescent behavior alteration
C1829762,Herpes simplex virus glycoprotein G IgG,LP57637-8,Herpes simplex virus glycoprotein G Ab.IgG
C3172920,About how many H per W did or does child attend day care or preschool outside the home,LP114622-6,About how many H per W did or does child attend day care or preschool outside the home
C0935602,Structure of right thumb,LP30334-4,Upper extremity.right>Thumb
C0805743,Corticotropin Ab.IgE.RAST class,LP228152-7,Corticotropin Ab.IgE.RAST class
C0117881,flomoxef,LP71380-7,Flomoxef
C0806036,Renal epithelial cell,LP18394-4,Epithelial cells.renal
C1953478,3-Hydroxydodecanedienedioate/Creatinine,LP284745-9,3-Hydroxydodecanedienedioate/Creatinine
C2734229,Chicken Ab.IgG4,LP95653-9,Chicken Ab.IgG4
C3258819,Breast vessels,LP208117-4,Breast vessels
C3258819,Breast vessels,LP136115-5,Breast vessels
C3258819,Breast vessels,LP208116-6,Breast>Breast vessels
C0552867,Mite dust Ab.IgE,LP148457-7,Mite dust Ab.IgE
C1718201,Persistent anger with self or others,LP75375-3,Persistent anger with self or others
C1979549,45 minutes post 250 ug corticotropin,LP65141-1,45M post 250 ug corticotropin
C0017534,Giardia,LP14817-8,Giardia sp
C0486694,Delta-5-pregnanetriol,LP17170-9,Delta 5-Pregnanetriol
C1545554,Multisection blood pool,LP35415-6,Multisection blood pool
C0056097,cold agglutinins,LP16679-0,Cold agglutinin
C0164662,stavudine,LP21315-4,Stavudine
C0239067,Difficulty walking up stairs,LP136341-7,Climbing stairs - difficulty
C1315000,Body temperature timed molecular,LP7773-7,Timed specific body temperature
C1954621,"Respiratory allergen panel, US - Central midwest b",LP63467-2,"Respiratory allergen panel, US - Central midwest b"
C2360306,Mean sphered cell volume,LP66395-2,Mean sphered cell volume
C2737187,Protein.monoclonal.beta,LP96206-5,Protein.monoclonal.beta
C1525421,Abdominal veins and IVC,LP30397-1,Abdomen>Abdominal veins+Vena cava.inferior
C2963846,I could bend over to pick something up in past 7D,LP103330-9,I could bend over to pick something up in past 7D
C1115803,Pastinaca sativa Ab.IgE.RAST class,LP229217-7,Pastinaca sativa Ab.IgE.RAST class
C1522449,Therapeutic radiology procedure,LP200051-3,Radiation treatment
C1522449,Therapeutic radiology procedure,LP222065-7,Radiotherapy
C0207636,Phenylpyruvate,LP15794-8,Phenylpyruvate
C1545793,Urinalysis complete status,LP74374-7,Urinalysis complete status
C2707264,Psychiatric &or mood disorder,LP89784-0,Psychiatric &or mood disorder
C3166000,PhenX measure - environmental exposures - residential history,LP111695-5,PhenX measure - environmental exposures - residential history
C2598911,Purkinje cell cytoplasmic type 1 Ab,LP70987-0,Purkinje cell cytoplasmic type 1 Ab
C3533321,National comprehensive cancer network - ovarian symptom index questionnaire - 18 items,LP146610-3,National comprehensive cancer network - ovarian symptom index questionnaire - 18 items
C0024623,Malignant neoplasm of stomach,LP208580-3,Stomach cancer
C0041029,Trimeperidine,LP16300-3,Trimeperidine
C0523239,Fungal subtyping,LP6286-1,Fungal subtyping
C1270467,Fox epithelium specific immunoglobulin E,LP147597-1,Fox epithelium Ab.IgE
C1441850,Ultrasound+Estimated from AC+FL+HC.Vintzileos 1987,LP6655-7,US+Estimated from AC&FL&HC.Vintzileos 1987
C1979627,Anti-infection drugs,LP31450-7,
C2963957,I felt that I was not as good as other people in past 7D,LP103149-3,I felt that I was not as good as other people in past 7D
C3258471,methylated+unmethylated,LP129557-7,methylated+unmethylated
C0376622,ABCB1 gene,LP156997-1,ABCB1 gene
C2598262,Bladder - needs assistance to manage bladder care equipment,LP74550-2,Bladder - needs assistance to manage bladder care equipment
C1979797,Platelet indices,LP31668-4,
C2736065,Tidal volume.spontaneous min setting,LP97529-9,Tidal volume.spontaneous min setting
C2734469,Beet red Ab.IgG4,LP95804-8,Beet red Ab.IgG4
C0552904,Phosphatidylcholine Ab.IgG,LP39366-7,Phosphatidylcholine Ab.IgG
C0808436,Whitefish roe Ab.IgE,LP147581-5,Whitefish roe Ab.IgE
C1627391,Guidance for localization of placenta,LP35997-3,Guidance for localization of placenta
C2926172,Tricyclic antidepressants/Creatinine,LP287304-2,Tricyclic antidepressants/Creatinine
C0064332,keyhole-limpet hemocyanin,LP171884-2,Keyhole limpet hemocyanin
C0369324,Heparin antibody,LP28611-9,Heparin Ab
C2599709,Cefotaxime+Sulbactam,LP89250-2,Cefotaxime+Sulbactam
C0043506,zirconium,LP17263-2,Zirconium
C0556124,N-3 fatty acid intake,LP204851-2,Omega-3 fatty acid intake
C0489857,Little finger arteries Left,LP7398-3,Little finger arteries.left
C1115530,Guidance for percutaneous biopsy.fine needle,LP72669-2,Guidance for percutaneous biopsy.fine needle
C3175057,I worry that bad happens to my parents,LP118130-6,I worry that bad happens to my parents
C0330151,Cupressus macrocarpa,LP65570-1,Cupressus macrocarpa
C1545448,Progesterone receptor Ag,LP39481-4,Progesterone receptor Ag
C3263278,Injury leading to death associated with transportation event,LP136231-0,Injury leading to death associated with transportation event
C0806917,Medications.current.report request,LP74155-0,Medications.current.report request
C0882772,Cells.CD100/100 cells,LP285272-3,Cells.CD100/100 cells
C1446713,Phaseolus limensis antigen,LP17317-6,Phaseolus limensis
C3258853,Mononuclear cells.atypical/100 leukocytes,LP286566-7,Mononuclear cells.atypical/100 leukocytes
C0945867,Bartonella elizabethae Ab,LP37218-2,Bartonella elizabethae Ab
C1446453,Daphnia antigen,LP14942-4,Daphnia
C3533041,Cholinesterase activity panel,LP157529-1,Cholinesterase activity panel
C0805155,Asialoganglioside GM1 Ab.IgG,LP37105-1,Asialoganglioside GM1 Ab.IgG
