PheCode.x	PheCode_desc.x	PheCode.y	PheCode_desc.y
PheCode:353.1	Nerve plexus lesions	PheCode:459.9	Circulatory disease NEC
PheCode:694.3	Vascular disorders of skin	PheCode:459.9	Circulatory disease NEC
PheCode:446.9	Arteritis NOS	PheCode:459.9	Circulatory disease NEC
PheCode:604.2	Vascular disorders of penis	PheCode:459.9	Circulatory disease NEC
PheCode:444.5	Atheroembolism	PheCode:459.9	Circulatory disease NEC
PheCode:604	Disorders of penis	PheCode:459.9	Circulatory disease NEC
PheCode:448	Disease of capillaries	PheCode:459.9	Circulatory disease NEC
PheCode:452	Other venous embolism and thrombosis	PheCode:459.9	Circulatory disease NEC
PheCode:556.11	Angiodysplasia of intestine (without mention of hemorrhage)	PheCode:459.9	Circulatory disease NEC
PheCode:441.2	Chronic vascular insufficiency of intestine	PheCode:459.9	Circulatory disease NEC
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:459.9	Circulatory disease NEC
PheCode:443	Peripheral vascular disease	PheCode:459.9	Circulatory disease NEC
PheCode:371.1	Uveitis, noninfectious or NOS	PheCode:446.9	Arteritis NOS
PheCode:459.9	Circulatory disease NEC	PheCode:446.9	Arteritis NOS
PheCode:446.3	Hypersensitivity angiitis	PheCode:446.9	Arteritis NOS
PheCode:371	Inflammation of the eye	PheCode:446.9	Arteritis NOS
PheCode:694.3	Vascular disorders of skin	PheCode:446.9	Arteritis NOS
PheCode:451	Phlebitis and thrombophlebitis	PheCode:446.9	Arteritis NOS
PheCode:459.9	Circulatory disease NEC	PheCode:456	Chronic venous insufficiency [CVI]
PheCode:452.8	Postphlebitic syndrome	PheCode:456	Chronic venous insufficiency [CVI]
PheCode:427.5	Arrhythmia (cardiac) NOS	PheCode:427.41	Ventricular fibrillation and flutter
PheCode:427	Cardiac dysrhythmias	PheCode:427.41	Ventricular fibrillation and flutter
PheCode:427.5	Arrhythmia (cardiac) NOS	PheCode:427.12	Paroxysmal ventricular tachycardia
PheCode:427	Cardiac dysrhythmias	PheCode:427.12	Paroxysmal ventricular tachycardia
PheCode:601.3	Orchitis and epididymitis	PheCode:601.8	Other inflammatory disorders of male genital organs
PheCode:573.4	Acute and subacute necrosis of liver	PheCode:070.9	Hepatitis NOS
PheCode:573.4	Acute and subacute necrosis of liver	PheCode:070	Viral hepatitis
PheCode:070.2	Viral hepatitis B	PheCode:070.9	Hepatitis NOS
PheCode:070.1	Viral hepatitis A	PheCode:070.9	Hepatitis NOS
PheCode:070.1	Viral hepatitis A	PheCode:070	Viral hepatitis
PheCode:070.3	Viral hepatitis C	PheCode:070.9	Hepatitis NOS
PheCode:070.3	Viral hepatitis C	PheCode:070	Viral hepatitis
PheCode:008	Intestinal infection	PheCode:070.9	Hepatitis NOS
PheCode:008	Intestinal infection	PheCode:070	Viral hepatitis
PheCode:368.9	Subjective visual disturbances	PheCode:368	Visual disturbances
PheCode:367.9	Blindness and low vision	PheCode:368	Visual disturbances
PheCode:292	Neurological disorders	PheCode:368	Visual disturbances
PheCode:377.3	Optic neuritis/neuropathy	PheCode:368	Visual disturbances
PheCode:368.1	Amblyopia	PheCode:368	Visual disturbances
PheCode:368.2	Diplopia and disorders of binocular vision	PheCode:368	Visual disturbances
PheCode:377	Disorders of optic nerve and visual pathways	PheCode:368	Visual disturbances
PheCode:261	Vitamin deficiency	PheCode:261.1	Vitamin A deficiency
PheCode:261	Vitamin deficiency	PheCode:261.2	Vitamin B-complex deficiencies
PheCode:939	Atopic/contact dermatitis due to other or unspecified	PheCode:694.1	Vitiligo
PheCode:315.2	Speech and language disorder	PheCode:473.4	Voice disturbance
PheCode:313.2	Tics and stuttering	PheCode:473.4	Voice disturbance
PheCode:473	Diseases of the larynx and vocal cords	PheCode:473.4	Voice disturbance
PheCode:907	Injuries to the nervous system	PheCode:261.2	Vitamin B-complex deficiencies
PheCode:348.9	Other conditions of brain, NOS	PheCode:261.2	Vitamin B-complex deficiencies
PheCode:348.8	Encephalopathy, not elsewhere classified	PheCode:261.2	Vitamin B-complex deficiencies
PheCode:840	Sprains and strains	PheCode:1009	Injury, NOS
PheCode:531.2	Gastric ulcer	PheCode:1009	Injury, NOS
PheCode:907	Injuries to the nervous system	PheCode:1009	Injury, NOS
PheCode:1000	Burns	PheCode:1009	Injury, NOS
PheCode:990	Effects radiation NOS	PheCode:1009	Injury, NOS
PheCode:752	Nervous system congenital anomalies	PheCode:277	Other disorders of metabolism
PheCode:202.22	Reticulosarcoma	PheCode:202.2	Non-Hodgkins lymphoma
PheCode:270.35	Macroglobulinemia	PheCode:202.2	Non-Hodgkins lymphoma
PheCode:288	Diseases of white blood cells	PheCode:202.2	Non-Hodgkins lymphoma
PheCode:204.1	Lymphoid leukemia	PheCode:202.2	Non-Hodgkins lymphoma
PheCode:334	Degenerative disease of the spinal cord	PheCode:752.11	Spina bifida
PheCode:907	Injuries to the nervous system	PheCode:805	Fracture of vertebral column without mention of spinal cord injury
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:695.8	Other specified erythematous conditions
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:695.8	Other specified erythematous conditions
PheCode:324	Other CNS infection and poliomyelitis	PheCode:334.2	Anterior horn cell disease
PheCode:334	Degenerative disease of the spinal cord	PheCode:334.2	Anterior horn cell disease
PheCode:446.1	Thromboangiitis obliterans	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:446.1	Thromboangiitis obliterans	PheCode:443	Peripheral vascular disease
PheCode:443.9	Peripheral vascular disease, unspecified	PheCode:443	Peripheral vascular disease
PheCode:448	Disease of capillaries	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:448	Disease of capillaries	PheCode:443	Peripheral vascular disease
PheCode:459.9	Circulatory disease NEC	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:459.9	Circulatory disease NEC	PheCode:443	Peripheral vascular disease
PheCode:604	Disorders of penis	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:604	Disorders of penis	PheCode:443	Peripheral vascular disease
PheCode:443.1	Raynaud's syndrome	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:443.1	Raynaud's syndrome	PheCode:443	Peripheral vascular disease
PheCode:250.25	Diabetes type 2 with peripheral circulatory disorders	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:250.25	Diabetes type 2 with peripheral circulatory disorders	PheCode:443	Peripheral vascular disease
PheCode:447	Other disorders of arteries and arterioles	PheCode:443.9	Peripheral vascular disease, unspecified
PheCode:447	Other disorders of arteries and arterioles	PheCode:443	Peripheral vascular disease
PheCode:250.2	Type 2 diabetes	PheCode:649.1	Diabetes or abnormal glucose tolerance complicating pregnancy
PheCode:250	Diabetes mellitus	PheCode:649.1	Diabetes or abnormal glucose tolerance complicating pregnancy
PheCode:770	Myalgia and myositis unspecified	PheCode:371.9	Chronic inflammatory disorders of orbit
PheCode:709.4	Polymyositis	PheCode:371.9	Chronic inflammatory disorders of orbit
PheCode:427.5	Arrhythmia (cardiac) NOS	PheCode:1003	Sudden death
PheCode:427	Cardiac dysrhythmias	PheCode:1003	Sudden death
PheCode:133	Arthropod-borne diseases	PheCode:136	Other infectious and parasitic diseases
PheCode:556.11	Angiodysplasia of intestine (without mention of hemorrhage)	PheCode:448	Disease of capillaries
PheCode:564	Functional digestive disorders	PheCode:448	Disease of capillaries
PheCode:459.9	Circulatory disease NEC	PheCode:448	Disease of capillaries
PheCode:537.1	Lesions of stomach and duodenum	PheCode:448	Disease of capillaries
PheCode:117	Mycoses	PheCode:320	Meningitis
PheCode:010	Tuberculosis	PheCode:320	Meningitis
PheCode:729.1	Rheumatism, unspecified and fibrositis	PheCode:716.8	Palindromic rheumatism
PheCode:433.2	Occlusion of cerebral arteries	PheCode:348.9	Other conditions of brain, NOS
PheCode:433.2	Occlusion of cerebral arteries	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:348.9	Other conditions of brain, NOS
PheCode:333	Extrapyramidal disease and abnormal movement disorders	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:253	Disorders of the pituitary gland and its hypothalamic control	PheCode:348.9	Other conditions of brain, NOS
PheCode:253	Disorders of the pituitary gland and its hypothalamic control	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:347	Cataplexy and narcolepsy	PheCode:348.9	Other conditions of brain, NOS
PheCode:347	Cataplexy and narcolepsy	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:348.9	Other conditions of brain, NOS
PheCode:349	Other and unspecified disorders of the nervous system	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:331.1	Hydrocephalus	PheCode:348.9	Other conditions of brain, NOS
PheCode:331.1	Hydrocephalus	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:331.9	Cerebral degeneration, unspecified	PheCode:348.9	Other conditions of brain, NOS
PheCode:331.9	Cerebral degeneration, unspecified	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:377	Disorders of optic nerve and visual pathways	PheCode:348.9	Other conditions of brain, NOS
PheCode:377	Disorders of optic nerve and visual pathways	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:430.1	Subarachnoid hemorrhage	PheCode:348.9	Other conditions of brain, NOS
PheCode:430.1	Subarachnoid hemorrhage	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:191.11	Cancer of brain	PheCode:348.9	Other conditions of brain, NOS
PheCode:191.11	Cancer of brain	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:782.3	Edema	PheCode:348.9	Other conditions of brain, NOS
PheCode:782.3	Edema	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:253.4	Anterior pituitary disorders	PheCode:348.9	Other conditions of brain, NOS
PheCode:253.4	Anterior pituitary disorders	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:752.2	Other specified congenital anomalies of nervous system	PheCode:348.9	Other conditions of brain, NOS
PheCode:752.2	Other specified congenital anomalies of nervous system	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:433.3	Cerebral ischemia	PheCode:348.9	Other conditions of brain, NOS
PheCode:433.3	Cerebral ischemia	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:348.2	Cerebral edema and compression of brain	PheCode:348.9	Other conditions of brain, NOS
PheCode:348.2	Cerebral edema and compression of brain	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:340	Migraine	PheCode:348.9	Other conditions of brain, NOS
PheCode:340	Migraine	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:386.21	Central origin vertigo	PheCode:348.9	Other conditions of brain, NOS
PheCode:386.21	Central origin vertigo	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:433	Cerebrovascular disease	PheCode:348.9	Other conditions of brain, NOS
PheCode:433	Cerebrovascular disease	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:191	Manlignant and unknown neoplasms of brain and nervous system	PheCode:348.9	Other conditions of brain, NOS
PheCode:191	Manlignant and unknown neoplasms of brain and nervous system	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:292	Neurological disorders	PheCode:348.9	Other conditions of brain, NOS
PheCode:292	Neurological disorders	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:261.2	Vitamin B-complex deficiencies	PheCode:348.9	Other conditions of brain, NOS
PheCode:261.2	Vitamin B-complex deficiencies	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:345.11	Generalized convulsive epilepsy	PheCode:348.9	Other conditions of brain, NOS
PheCode:345.11	Generalized convulsive epilepsy	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:345.1	Epilepsy	PheCode:348.9	Other conditions of brain, NOS
PheCode:345.1	Epilepsy	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:335	Multiple sclerosis	PheCode:348.9	Other conditions of brain, NOS
PheCode:335	Multiple sclerosis	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:348.7	Coma	PheCode:348.9	Other conditions of brain, NOS
PheCode:348.7	Coma	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:312	Conduct disorders	PheCode:348.9	Other conditions of brain, NOS
PheCode:312	Conduct disorders	PheCode:348.8	Encephalopathy, not elsewhere classified
PheCode:217.1	Nevus, non-neoplastic	PheCode:686.4	Pyogenic granuloma
PheCode:770	Myalgia and myositis unspecified	PheCode:709.4	Polymyositis
PheCode:351	Other peripheral nerve disorders	PheCode:735	Acquired foot deformities
PheCode:706	Diseases of sebaceous glands	PheCode:371.3	Inflammation of eyelids
PheCode:601	Inflammatory diseases of prostate	PheCode:601.12	Chronic prostatitis
PheCode:601.1	Prostatitis	PheCode:601.12	Chronic prostatitis
PheCode:742.8	Articular cartilage disorder	PheCode:733.9	Chondromalacia
PheCode:742.8	Articular cartilage disorder	PheCode:733	Other disorders of bone and cartilage
PheCode:733.6	Costochondritis	PheCode:733.9	Chondromalacia
PheCode:733.6	Costochondritis	PheCode:733	Other disorders of bone and cartilage
PheCode:733	Other disorders of bone and cartilage	PheCode:733.9	Chondromalacia
PheCode:710	Osteomyelitis, periostitis, and other infections involving bone	PheCode:733.9	Chondromalacia
PheCode:710	Osteomyelitis, periostitis, and other infections involving bone	PheCode:733	Other disorders of bone and cartilage
PheCode:480.1	Bacterial pneumonia	PheCode:519.2	Respiratory complications
PheCode:480	Pneumonia	PheCode:519.2	Respiratory complications
PheCode:480.11	Pneumococcal pneumonia	PheCode:519.2	Respiratory complications
PheCode:204	Leukemia	PheCode:202.23	Lymphosarcoma
PheCode:695.22	Pemphigus and pemphigoid	PheCode:695.2	Bullous dermatoses
PheCode:053	Herpes zoster	PheCode:695.2	Bullous dermatoses
PheCode:681	Superficial cellulitis and abscess	PheCode:695.2	Bullous dermatoses
PheCode:939	Atopic/contact dermatitis due to other or unspecified	PheCode:695.2	Bullous dermatoses
PheCode:689	Disorder of skin and subcutaneous tissue NOS	PheCode:695.2	Bullous dermatoses
PheCode:695.7	Prurigo and Lichen	PheCode:695.2	Bullous dermatoses
PheCode:079.1	Varicella infection	PheCode:695.2	Bullous dermatoses
PheCode:260	Protein-calorie malnutrition	PheCode:260.22	Nutritional marasmus
PheCode:189.4	Malignant neoplasm of other urinary organs	PheCode:229	Benign neoplasm of unspecified sites
PheCode:199	Neoplasm of uncertain behavior	PheCode:229	Benign neoplasm of unspecified sites
PheCode:211	Benign neoplasm of other parts of digestive system	PheCode:229	Benign neoplasm of unspecified sites
PheCode:759.1	Anomalies of endocrine glands, congenital	PheCode:229	Benign neoplasm of unspecified sites
PheCode:195.1	Malignant neoplasm, other	PheCode:229	Benign neoplasm of unspecified sites
PheCode:172	Skin cancer	PheCode:229	Benign neoplasm of unspecified sites
PheCode:526.1	Cysts of the jaws	PheCode:229	Benign neoplasm of unspecified sites
PheCode:189	Cancer of urinary organs (incl. kidney and bladder)	PheCode:229	Benign neoplasm of unspecified sites
PheCode:212	Benign neoplasm of respiratory and intrathoracic organs	PheCode:229	Benign neoplasm of unspecified sites
PheCode:225	Benign neoplasm of brain and other parts of nervous system	PheCode:229	Benign neoplasm of unspecified sites
PheCode:527	Diseases of the salivary glands	PheCode:709.2	Sicca syndrome
PheCode:681	Superficial cellulitis and abscess	PheCode:369	Infection of the eye
PheCode:479	Other upper respiratory disease	PheCode:474.2	Chronic tonsillitis and adenoiditis
PheCode:479	Other upper respiratory disease	PheCode:474	Acute and chronic tonsillitis
PheCode:474.1	Acute tonsillitis	PheCode:474.2	Chronic tonsillitis and adenoiditis
PheCode:474.1	Acute tonsillitis	PheCode:474	Acute and chronic tonsillitis
PheCode:450	Noninfectious disorders of lymphatic channels	PheCode:474.2	Chronic tonsillitis and adenoiditis
PheCode:450	Noninfectious disorders of lymphatic channels	PheCode:474	Acute and chronic tonsillitis
PheCode:591	Urinary tract infection	PheCode:592.11	Acute cystitis
PheCode:592.1	Cystitis	PheCode:592.11	Acute cystitis
PheCode:172.22	Squamous cell carcinoma	PheCode:145.1	Cancer of lip
